Unique Identifier,Agenda Number,Meeting,Meeting Date,Sponsor,Co-Sponsors,Charter Right,Amended,Outcome,Vote,Marc C. McGovern,Jan Devereux,Dennis J. Carlone,Alanna Mallon,Sumbul Siddiqui,E. Denise Simmons,Timothy J. Toomey,Quinton Zondervan,Craig A. Kelley,Yeas,Nays,Present,Absent,Recused,Link,Summary,Notes
POR 2019 #46,2,2019-02-11 Regular,2019-02-11,Marc C. McGovern,"Sumbul Siddiqui,Alanna Mallon,E. Denise Simmons",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2346&MediaPosition=&ID=8619&CssClass=,City Council support of legislation that protects children.,BY AN AFFIRMATIVE VOTE OF EIGHT MEMBERS
POR 2019 #47,3,2019-02-11 Regular,2019-02-11,Marc C. McGovern,"Timothy J. Toomey,E. Denise Simmons",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2346&MediaPosition=&ID=8620&CssClass=,"That the City Manager is requested to work with the Traffic, Parking, and Transportation Department, along with any other relevant department, to evaluate the appropriateness of installing a raised intersection at Windsor Street and Market Street, or projecting the ramps out into the intersection to shorten the crosswalks and standardize turning habits, and if deemed suitable, to include the project in future street improvement. plans.",BY AN AFFIRMATIVE VOTE OF EIGHT MEMBERS
POR 2019 #48,4,2019-02-11 Regular,2019-02-11,Marc C. McGovern,,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2346&MediaPosition=&ID=8621&CssClass=,"Cancellation of the Regular City Council Meeting March 11, 2019.",BY AN AFFIRMATIVE VOTE OF EIGHT MEMBERS
POR 2019 #49,5,2019-02-11 Regular,2019-02-11,E. Denise Simmons,"Alanna Mallon,Sumbul Siddiqui,Craig A. Kelley",,Yes,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2346&MediaPosition=&ID=8633&CssClass=,"That the City Manager is requested to direct the appropriate City staff to take an inventory of the empty tree wells in the Port and to establish a plan for replenishing these throughout the spring season and determine where additional ""smart"" trash receptacles can be placed throughout the Port.",BY AN AFFIRMATIVE VOTE OF EIGHT MEMBERS
POR 2019 #50,6,2019-02-11 Regular,2019-02-11,E. Denise Simmons,"Sumbul Siddiqui,Alanna Mallon,Marc C. McGovern",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2346&MediaPosition=&ID=8634&CssClass=,"That the City Manager is requested to report back to the City Council on the April 23, 2018 Policy Order seeking additional funding for affordable housing concerns.",BY AN AFFIRMATIVE VOTE OF EIGHT MEMBERS
POR 2019 #51,7,2019-02-11 Regular,2019-02-11,Marc C. McGovern,"E. Denise Simmons,Alanna Mallon,Sumbul Siddiqui",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2346&MediaPosition=&ID=8637&CssClass=,"That the City Council go on record in support of an “Act relative to the Massachusetts Rental Voucher Program” and an “Act to ensure right to counsel in eviction proceedings"".",BY AN AFFIRMATIVE VOTE OF EIGHT MEMBERS
POR 2019 #52,8,2019-02-11 Regular,2019-02-11,Timothy J. Toomey,"Alanna Mallon,E. Denise Simmons",,Yes,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2346&MediaPosition=&ID=8638&CssClass=,"That the City Manager is requested to commend the Cambridge Police Department on bringing the new Cambridge Cadet Program to fruition and to continue to support initiatives to recruit more Cambridge youth, especially women and minorities, in public safety careers.",BY AN AFFIRMATIVE VOTE OF EIGHT MEMBERS
POR 2019 #53,9,2019-02-11 Regular,2019-02-11,Craig A. Kelley,Timothy J. Toomey,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2346&MediaPosition=&ID=8639&CssClass=,"That Rule 39, ""Rules of Travel"" under the “Rules of the City Council” hereby be amended to be titled ""Rules of Travel and Other Council-Related Expenditures.""",BY AN AFFIRMATIVE VOTE OF EIGHT MEMBERS
POR 2019 #54,10,2019-02-11 Regular,2019-02-11,E. Denise Simmons,Sumbul Siddiqui,,Yes,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2346&MediaPosition=&ID=8644&CssClass=,"That the City Manager is requested to direct the appropriate City staff to ensure that the Housing Committee meetings scheduled to be held on March 5, 2019, March 20, 2019 and March 28, 2019 be televised.",BY AN AFFIRMATIVE VOTE OF EIGHT MEMBERS
POR 2019 #55,11,2019-02-11 Regular,2019-02-11,Marc C. McGovern,,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2346&MediaPosition=&ID=8647&CssClass=,"That the City Manager be and hereby is requested to direct the City Solicitor to provide the City Council with a legal opinion on whether the tree located at 32 Vineyard Street, which is the subject of a curb cut application, is a public shade tree pursuant to the state law.",BY AN AFFIRMATIVE VOTE OF EIGHT MEMBERS
POR 2019 #56,1,2019-02-25 Regular,2019-02-25,Jan Devereux,"Quinton Zondervan,Sumbul Siddiqui,Alanna Mallon",,Yes,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2347&MediaPosition=&ID=8653&CssClass=,City Council opposition to MBTA Fare Increase Proposal.,BY AN AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #57,2,2019-02-25 Regular,2019-02-25,Jan Devereux,"Sumbul Siddiqui,Quinton Zondervan",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2347&MediaPosition=&ID=8655&CssClass=,City Council support of clean vehicle transitions bills.,BY AN AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #58,3,2019-02-25 Regular,2019-02-25,Sumbul Siddiqui,"E. Denise Simmons,Marc C. McGovern,Timothy J. Toomey",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2347&MediaPosition=&ID=8676&CssClass=,"That the City Manager is requested to confer with the Community Development Department on a process for establishing a formal, thorough review of the City’s Affordable Home Ownership programs, incorporating a plan for obtaining and analyzing substantial quantitative data inclusive of all types of units.",BY AN AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #59,4,2019-02-25 Regular,2019-02-25,Sumbul Siddiqui,"E. Denise Simmons,Marc C. McGovern,Alanna Mallon",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2347&MediaPosition=&ID=8677&CssClass=,"That the City Manager is requested to confer with the Mayor’s office, Department of Human Services, and relevant community organizations on the topic of organizing a “CORI Clinic” for residents to learn the process for sealing court records.",BY AN AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #60,5,2019-02-25 Regular,2019-02-25,Jan Devereux,"Alanna Mallon,Marc C. McGovern",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2347&MediaPosition=&ID=8679&CssClass=,"That the City Manager is requested to confer with the appropriate City department to discuss the feasibility of allowing small businesses to host live acoustic music performances without a license, and if feasible, present the City Council with a proposal to allow such performances.",BY AN AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #61,6,2019-02-25 Regular,2019-02-25,Craig A. Kelley,"Dennis J. Carlone,Sumbul Siddiqui,Quinton Zondervan",,,Withdrawn,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2347&MediaPosition=&ID=8680&CssClass=,That the City Manager is requested to confer with the Election Commission and other relevant City staff on the feasibility of creating a new polling location on Cambridgepark Drive for the 2019 municipal election to better serve the many voters who live in this rapidly growing area.,WITH UNANIMOUS CONSENT ON MOTION BY COUNCILLOR KELLEY
POR 2019 #62,7,2019-02-25 Regular,2019-02-25,Timothy J. Toomey,"E. Denise Simmons,Sumbul Siddiqui,Marc C. McGovern",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2347&MediaPosition=&ID=8681&CssClass=,"That the City Manager is requested to confer with the Community Development Department and any other relevant City departments to amend the Zoning Ordinance “Table of Uses” to allow for lodging houses in Residential A1, A2, and B Zoning Districts and to determine what tax incentives could be utilized to assist in the conversion of single-family/multi-family houses into lodging houses.",BY AN AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #63,8,2019-02-25 Regular,2019-02-25,Craig A. Kelley,"Jan Devereux,Timothy J. Toomey,Marc C. McGovern",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2347&MediaPosition=&ID=8682&CssClass=,That the City Manager is requested to confer with relevant City staff on opportunities and related plans to make the pedestrian crossing of Massachusetts Avenue at Day Street more predictably safe for pedestrians.,BY AN AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #64,9,2019-02-25 Regular,2019-02-25,Jan Devereux,"Quinton Zondervan,Dennis J. Carlone",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2347&MediaPosition=&ID=8685&CssClass=,City Council support of retirement fund fossil fuel divestment bill.,BY AN AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #65,10,2019-02-25 Regular,2019-02-25,Craig A. Kelley,"E. Denise Simmons,Marc C. McGovern,Timothy J. Toomey",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2347&MediaPosition=&ID=8686&CssClass=,"That the City Manager provide the City Council with information that is offered to limited equity condominium owners regarding the ability to recoup extraordinary repair and maintenance costs, the procedure that is in place to inform purchasers of existing or possible construction and maintenance issues that may result in higher-than expected condo fees, and the possibility of allowing roommates to cover unexpected expenses.",BY AN AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #66,11,2019-02-25 Regular,2019-02-25,Craig A. Kelley,"Dennis J. Carlone,Quinton Zondervan",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2347&MediaPosition=&ID=8687&CssClass=,That the City Manager is requested to communicate directly with the Volpe Center about the possibility of having their staff help the City set up a Micro-Mobility Pilot program in the Kendall Square area.,BY AN AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #67,12,2019-02-25 Regular,2019-02-25,Marc C. McGovern,"Alanna Mallon,Timothy J. Toomey",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2347&MediaPosition=&ID=8688&CssClass=,That the City Manager be and hereby is requested to provide the City Council with an update on the Firehouse improvements allocation.,BY AN AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #68,13,2019-02-25 Regular,2019-02-25,Sumbul Siddiqui,"Alanna Mallon,Quinton Zondervan,Dennis J. Carlone",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2347&MediaPosition=&ID=8693&CssClass=,That the City Manager be and hereby is requested to confer with the Economic Development Department on expediting zoning based on the 2015 Commercial Land Use Classification Study and exploring the feasibility of hiring more zoning planners.,BY AN AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #69,14,2019-02-25 Regular,2019-02-25,Dennis J. Carlone,Sumbul Siddiqui,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2347&MediaPosition=&ID=8696&CssClass=,That the City Manager is requested to provide the City Council with information regarding accessory dwelling units.,BY AN AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #70,15,2019-02-25 Regular,2019-02-25,Quinton Zondervan,Jan Devereux,,Yes,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2347&MediaPosition=&ID=8697&CssClass=,"City Council participation as a distinct ""Governmental Member"" to enable voting on the 2021 International Energy Conservation Code.",BY AN AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #71,16,2019-02-25 Regular,2019-02-25,Marc C. McGovern,,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2347&MediaPosition=&ID=8698&CssClass=,"City Council observation of Rare Disease Day on February 28, 2019.",BY AN AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #72,17,2019-02-25 Regular,2019-02-25,Marc C. McGovern,,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2347&MediaPosition=&ID=8705&CssClass=,"That the Mayor is requested to reschedule the Roundtable/Working Meeting for members of the City Council and School Committee which was cancelled due to inclement weather on the evening of Tuesday, February 12, 2019, to be held on Wednesday, March 13, 2019, at 5:30 p.m. in the Sullivan Chamber, City Hall, for the purpose of holding a preliminary discussion on the Cambridge Public School department budget for fiscal year 2020.",BY AN AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #73,1,2019-03-04 Regular,2019-03-04,Jan Devereux,,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2348&MediaPosition=&ID=8709&CssClass=,That the Executive Assistant to the City Council confer with the Dedication Committee to consider a request from Vice Mayor Devereux for a plaque on a bench in Sacramento Field in honor of Mary Jo Clark and her significant contributions to the Agassiz Neighborhood and the Cambridge community as a whole.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #74,2,2019-03-04 Regular,2019-03-04,Jan Devereux,Dennis J. Carlone,,Yes,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2348&MediaPosition=&ID=8710&CssClass=,"That the City Manager is requested to confer with the Traffic, Parking and Transportation Department, Community Development Department, and Department of Public Works to provide data on speed and vehicle counts on Garden Street between Concord Avenue and Linnaean Street and identify potential measures to improve its pedestrian and bicycle safety.",BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #75,3,2019-03-04 Regular,2019-03-04,Jan Devereux,"Quinton Zondervan,Dennis J. Carlone,Craig A. Kelley",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2348&MediaPosition=&ID=8747&CssClass=,"City Council support of H.3118/SD.84,  An Act to reduce traffic fatalities.",BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #76,4,2019-03-04 Regular,2019-03-04,Craig A. Kelley,,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2348&MediaPosition=&ID=8761&CssClass=,"That the City Manager is requested to confer with the Traffic, Parking, and Transportation Department on how traffic safety concerns may be addressed on Madison Avenue.",BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #77,5,2019-03-04 Regular,2019-03-04,Timothy J. Toomey,,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2348&MediaPosition=&ID=8766&CssClass=,"That the City Manager is requested to consult with the Department of Public Works, DivcoWest, and Eversource to schedule a community engagement meeting as soon as possible to provide the residents and the abutters of Gore Street with an update on the construction timeline and the estimated construction completion.",BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #78,6,2019-03-04 Regular,2019-03-04,Jan Devereux,"Alanna Mallon,Dennis J. Carlone,Quinton Zondervan",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2348&MediaPosition=&ID=8767&CssClass=,City Council feedback on MBTA Better Bus Project proposals.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #79,7,2019-03-04 Regular,2019-03-04,Sumbul Siddiqui,Marc C. McGovern,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2348&MediaPosition=&ID=8769&CssClass=,That the City Manager is requested to instruct the Assessor’s Office to provide Up-To-Date Condo Conversion Data.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #80,8,2019-03-04 Regular,2019-03-04,Alanna Mallon,"Jan Devereux,E. Denise Simmons,Sumbul Siddiqui",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2348&MediaPosition=&ID=8774&CssClass=,City Council support of H1850: An act ensuring safe patient access to emergency care and H1346: An act removing the liability cap for malpractice resulting in serious injury or death.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #81,1,2019-03-18 Regular,2019-03-18,Marc C. McGovern,Timothy J. Toomey,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2350&MediaPosition=&ID=8783&CssClass=,"That the City Manager is requested to direct the Traffic, Parking and Transportation Department and the Department of Public Works to review design or signage changes to improve safety at the intersection of Third Street and Spring Street.",BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #82,2,2019-03-18 Regular,2019-03-18,Marc C. McGovern,Jan Devereux,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2350&MediaPosition=&ID=8792&CssClass=,Reappointment of James Monagle as City Auditor.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #83,3,2019-03-18 Regular,2019-03-18,E. Denise Simmons,,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2350&MediaPosition=&ID=8794&CssClass=,That the City Council go on record urging MassDOT to revisit and review plans for the forthcoming Union Square Station in Somerville with a view toward making the station more accessible to those with mobility impairments.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #84,4,2019-03-18 Regular,2019-03-18,Jan Devereux,Craig A. Kelley,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2350&MediaPosition=&ID=8795&CssClass=,That the City Manager is requested to consult with the Department of Public Works to report on the number of fines for failure to clear sidewalks issued from the winter of 2014-15 through the winter of 2018-19.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #85,5,2019-03-18 Regular,2019-03-18,Jan Devereux,"Sumbul Siddiqui,Alanna Mallon",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2350&MediaPosition=&ID=8798&CssClass=,Thanks to Mayor McGovern and all members of the Harm Reduction Commission and the Cambridge Opioid Working Group for their leadership and service and that a Human Services and Veterans Committee hold a future hearing to receive an update on the recommendations in these reports and on efforts in Cambridge to address substance use disorder and the opioid crisis.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #86,6,2019-03-18 Regular,2019-03-18,E. Denise Simmons,"Sumbul Siddiqui,Jan Devereux,Alanna Mallon",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2350&MediaPosition=&ID=8803&CssClass=,City Council support in urging the members of the Massachusetts Delegation to Washington to vote in favor of The Paycheck Fairness Act.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #87,7,2019-03-18 Regular,2019-03-18,Timothy J. Toomey,,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2350&MediaPosition=&ID=8821&CssClass=,That the Dedication Committee consider a request from Councillor Toomey for a street corner dedication in honor of Daniel Crowley Jr. and Verina Crowley in the vicinity of Rindge Avenue and Clay Street.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #88,8,2019-03-18 Regular,2019-03-18,Marc C. McGovern,"Sumbul Siddiqui,Alanna Mallon",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2350&MediaPosition=&ID=8823&CssClass=,City Council endorsement of the American Housing and Economic Mobility Act.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #89,9,2019-03-18 Regular,2019-03-18,Craig A. Kelley,"Jan Devereux,Quinton Zondervan",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2350&MediaPosition=&ID=8829&CssClass=,"That the City Manager is requested to confer with the Community Development Department and other relevant staff about updating the bike data count chart, along with other data tables and charts, in the Cambridge Bicycle Plan to reflect 2016 and 2018 data.",BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #90,10,2019-03-18 Regular,2019-03-18,Craig A. Kelley,"Jan Devereux,Quinton Zondervan",,Yes,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2350&MediaPosition=&ID=8831&CssClass=,That the City Manager is requested to confer with the Community Development Department and other relevant staff to report to the City Council on how the data collected from the Broadway Eco-Display is used to inform the City’s transportation planning efforts and to address the possibility of installing additional Eco-Display counters at the highest trafficked bicycle locations to provide more comprehensive information about bike use and other vehicles such as scooters.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #91,11,2019-03-18 Regular,2019-03-18,Craig A. Kelley,,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2350&MediaPosition=&ID=8833&CssClass=,"That the Executive Assistant to the City Council confer with the Dedication Committee to consider the request from Councillor Kelley for a street corner dedication in honor of Angel Fetene at the corner of Sacramento Street and Oxford Street, or a similar location near the Baldwin School.",BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #92,12,2019-03-18 Regular,2019-03-18,Craig A. Kelley,,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2350&MediaPosition=&ID=8834&CssClass=,That the City Manager is requested to confer with City Staff and report back to the City Council on the status of any micro-mobility pilot programs or partnerships in Cambridge.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #93,13,2019-03-18 Regular,2019-03-18,Quinton Zondervan,"Marc C. McGovern,Sumbul Siddiqui,Dennis J. Carlone",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2350&MediaPosition=&ID=8835&CssClass=,City Council support for fully funding the Section 8 Housing Choice Tenant-Based Voucher Program.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #94,14,2019-03-18 Regular,2019-03-18,Dennis J. Carlone,Quinton Zondervan,Marc C. McGovern,,Charter Right,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2350&MediaPosition=&ID=8837&CssClass=,That the City Manager direct the appropriate City staff to examine the need and possibility of neighborhood preference in Cambridge in the short and long-terms.,EXERCISED BY MAYOR MCGOVERN
POR 2019 #95,15,2019-03-18 Regular,2019-03-18,Quinton Zondervan,"Marc C. McGovern,Jan Devereux,Dennis J. Carlone",,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2350&MediaPosition=&ID=8838&CssClass=,That the City Council go on record in enthusiastic support of the Medicare for All Act of 2019 (H.R.1384).,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #96,16,2019-03-18 Regular,2019-03-18,Jan Devereux,,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2350&MediaPosition=&ID=8843&CssClass=,That the City Manager be and hereby is requested to instruct the City Solicitor to provide the City Council with a preliminary opinion on whether Cambridge can adopt a Transit Benefit Ordinance without the need for a Home Rule Petition.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #97,17,2019-03-18 Regular,2019-03-18,Jan Devereux,,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2350&MediaPosition=&ID=8844&CssClass=,"That the City Manager be and hereby is requested to instruct the Assistant City Manager for Community Development to provide the City Council with a recap report on how the Parking and Transportation Demand Management Ordinance is being used anecdotally, what the participation rates and trends are, and how it’s administered.",BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #98,18,2019-03-18 Regular,2019-03-18,Jan Devereux,,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2350&MediaPosition=&ID=8845&CssClass=,That the City Manager be and hereby is requested to confer the Assistant City Manager for Community Development to instruct the Transit Advisory Committee to report back on moving a Transit Benefit Ordinance proposal to an action plan.,BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #99,1,2019-03-25 Regular,2019-03-25,Marc C. McGovern,,,,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2351&MediaPosition=&ID=8871&CssClass=,"That the City Council declaring April 2, 2019 as Autism Awareness Day.",BY AFFIRMATIVE VOTE OF NINE MEMBERS
POR 2019 #100,2,2019-03-25 Regular,2019-03-25,Alanna Mallon,Marc C. McGovern,,Yes,Adopted,Affirmative Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2351&MediaPosition=&ID=8879&CssClass=,"That the City Manager confer with the Community Development Department, Economic Development Division, and the Cambridge Arts Council to designate a staff member in the Economic Development Division as an ""arts liaison.""",BY AFFIRMATIVE VOTE OF NINE MEMBERS
