Unique Identifier,Department,Category,Policy Order,Link,Description
AR-19-15,City Manager's Office,Awaiting Report,POR 2019 #40,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2346&MediaPosition=&ID=8624&CssClass=,Report on the possibility of setting up an assistance fund/program to help low-income and/or elderly/disabled residents manage bed bug infestations.
AR-19-16,City Manager's Office,Awaiting Report,POR 2019 #44,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2346&MediaPosition=&ID=8625&CssClass=,"Report on the “Super Sunday” road race that was held on February 3, 2019 and if the proper procedures were followed in issuing permits and when/if the neighbors were notified."
AR-19-17,City Manager's Office,Awaiting Report,POR 2018 #314,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2346&MediaPosition=&ID=8645&CssClass=,"Report on an update of the status of efforts by MIT's International Center for Air Transportation and MassPort's Community Advisory Committee to study, assess and address noise issues associated with flights in and out of Logan Airport."
AR-19-18,City Manager's Office,Awaiting Report,POR 2019 #13,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2346&MediaPosition=&ID=8646&CssClass=,Report on sharing regular project updates from the GSA and MITIMCO on the new Volpe Center.
AR-19-19,City Manager's Office,Awaiting Report,POR 2019 #49,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2347&MediaPosition=&ID=8651&CssClass=,"Report on the empty tree wells in the Port area and establish a plan for replenishing these throughout the spring season and determine where additional ""smart"" trash receptacles can be placed throughout the Port."
AR-19-20,City Manager's Office,Awaiting Report,POR 2019 #50,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2347&MediaPosition=&ID=8652&CssClass=,Report on seeking additional funding for affordable housing concerns.
AR-19-21,City Manager's Office,Awaiting Report,POR 2019 #58,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2348&MediaPosition=&ID=8746&CssClass=,"Report on the process for establishing a formal, thorough review of the City’s Affordable Home Ownership programs, incorporating a plan for obtaining and analyzing substantial quantitative data inclusive of all types of units."
AR-19-22,City Manager's Office,Awaiting Report,POR 2019 #60,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2348&MediaPosition=&ID=8748&CssClass=,"Report on the feasibility of allowing small businesses to host live acoustic music performances without a license, and if feasible, present the City Council with a proposal to allow such performances."
AR-19-23,City Manager's Office,Awaiting Report,POR 2019 #62,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2348&MediaPosition=&ID=8749&CssClass=,"Report on amending the Zoning Ordinance “Table of Uses” to allow for lodging houses in Residential A1, A2, and B Zoning Districts and to determine what tax incentives could be utilized to assist in the conversion of single-family/multi-family houses into lodging houses."
AR-19-24,City Manager's Office,Awaiting Report,POR 2019 #63,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2348&MediaPosition=&ID=8750&CssClass=,Report on plans to make the pedestrian crossing of Massachusetts Avenue at Day Street more predictably safe for pedestrians.
AR-19-25,City Manager's Office,Awaiting Report,POR 2019 #65,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2348&MediaPosition=&ID=8751&CssClass=,"Report on information that is offered to limited equity condominium owners regarding the ability to recoup extraordinary repair and maintenance costs, the procedure that is in place to inform purchasers of existing or possible construction and maintenance issues that may result in higher-than expected condo fees, and the possibility of allowing roommates to cover unexpected expenses."
AR-19-26,City Manager's Office,Awaiting Report,POR 2019 #66,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2348&MediaPosition=&ID=8752&CssClass=,Report on communicating directly with the Volpe Center about the possibility of having their staff help the City set up a Micro-Mobility Pilot program in the Kendall Square area.
AR-19-27,City Manager's Office,Awaiting Report,POR 2019 #67,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2348&MediaPosition=&ID=8753&CssClass=,Report on providing an update on the Firehouse improvements allocation.
AR-19-28,City Manager's Office,Awaiting Report,POR 2019 #68,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2348&MediaPosition=&ID=8754&CssClass=,Report on expediting zoning based on the 2015 Commercial Land Use Classification Study and exploring the feasibility of hiring more zoning planners.
AR-19-29,City Manager's Office,Awaiting Report,POR 2019 #74,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2350&MediaPosition=&ID=8846&CssClass=,Report on providing data on speed and vehicle counts on Garden Street between Concord Avenue and Linnaean Street and identify potential measures to improve its pedestrian and bicycle safety.
AR-19-30,City Manager's Office,Awaiting Report,POR 2019 #76,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2350&MediaPosition=&ID=8847&CssClass=,Report on how traffic safety concerns may be addressed on Madison Avenue.
AR-19-31,City Manager's Office,Awaiting Report,POR 2019 #81,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2351&MediaPosition=&ID=8887&CssClass=,Report on reviewing design or signage changes to improve safety at the intersection of Third Street and Spring Street.
AR-19-32,City Manager's Office,Awaiting Report,POR 2019 #84,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2351&MediaPosition=&ID=8888&CssClass=,Report on the number of fines for failure to clear sidewalks issued from the winter of 2014-15 through the winter of 2018-19.
AR-19-33,City Manager's Office,Awaiting Report,POR 2019 #89,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2351&MediaPosition=&ID=8889&CssClass=,"Report on updating the bike data count chart, along with other data tables and charts, in the Cambridge Bicycle Plan to reflect 2016 and 2018 data."
AR-19-34,City Manager's Office,Awaiting Report,POR 2019 #90,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2351&MediaPosition=&ID=8890&CssClass=,Report on how the data collected from the Broadway Eco-Display is used to inform the City’s transportation planning efforts and to address the possibility of installing additional Eco-Display counters at the highest trafficked bicycle locations to provide more comprehensive information about bike use and other vehicles such as scooters.
AR-19-35,City Manager's Office,Awaiting Report,POR 2019 #92,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2351&MediaPosition=&ID=8891&CssClass=,Report on the status of any micro-mobility pilot programs or partnerships in Cambridge.
AR-19-36,City Manager's Office,Awaiting Report,POR 2019 #97,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2351&MediaPosition=&ID=8892&CssClass=,"Report on how the Parking and Transportation Demand Management Ordinance is being used anecdotally, what the participation rates and trends are, and how it’s administered."
AR-19-37,City Manager's Office,Awaiting Report,POR 2019 #98,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2351&MediaPosition=&ID=8893&CssClass=,Report on moving a Transit Benefit Ordinance proposal to an action plan.
AR-19-38,City Manager's Office,Awaiting Report,POR 2019 #100,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2352&MediaPosition=&ID=8924&CssClass=,"Report on designating a staff member in the Economic Development Division as an ""arts liaison."""
AR-19-39,City Manager's Office,Awaiting Report,POR 2019 #101,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2352&MediaPosition=&ID=8925&CssClass=,"Report on creating a dedicated comprehensive ""arts friendly"" licensing web page."
AR-19-40,City Manager's Office,Awaiting Report,POR 2019 #103,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2352&MediaPosition=&ID=8926&CssClass=,Report on providing accessibility to the deaf community by hiring American Sign Language (ASL) interpreters and using apps such as Language Line Solutions to communicate with the deaf community in their first language.
AR-19-41,City Manager's Office,Awaiting Report,POR 2019 #116,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2353&MediaPosition=&ID=8980&CssClass=,Report on how Cambridge enforces moped registration requirements and the enforcement numbers.
AR-19-42,City Manager's Office,Awaiting Report,POR 2019 #117,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2353&MediaPosition=&ID=8981&CssClass=,Report on plans this construction season to install sidewalk markings that appropriately indicate what types of mobility devices are allowed on which sidewalks.
AR-19-43,City Manager's Office,Awaiting Report,POR 2019 #118,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2353&MediaPosition=&ID=8982&CssClass=,Report on the types of vendor reporting programs that the City uses and how they are used as well as the ability to modify these programs given the constraints of relevant state and federal laws and similar limitations.
AR-19-44,City Manager's Office,Awaiting Report,POR 2019 #123,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2354&MediaPosition=&ID=9055&CssClass=,Report on installing more metered parking spots in business districts that do not currently have any.
AR-19-45,City Manager's Office,Awaiting Report,POR 2019 #126,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2354&MediaPosition=&ID=9056&CssClass=,"Report on compiling a full accounting of streets, schools, and public buildings that may be named in honor of those who have ties to the American slave trade, and to work towards renaming all of these streets, schools, and buildings."
AR-19-46,City Manager's Office,Awaiting Report,POR 2019 #131,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2354&MediaPosition=&ID=9057&CssClass=,Report on reviewing whether the MBTA is out of compliance with the amended MBTA/BCIL settlement agreement through the delay in completion of the elevator replacement and concurrent hazardous condition of the stairwells related to Central Square.
AR-19-47,City Manager's Office,Awaiting Report,POR 2019 #134,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2354&MediaPosition=&ID=9058&CssClass=,"Report on increasing traffic monitoring resources at the intersection of Prospect and Broadway, especially during morning rush hour."
AR-19-48,City Manager's Office,Awaiting Report,POR 2019 #136,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2354&MediaPosition=&ID=9060&CssClass=,Report on working with the MBTA to do whatever is necessary to alleviate the Green Street bus idling and unhealthy situation.
AR-19-49,City Manager's Office,Awaiting Report,POR 2019 #137,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2354&MediaPosition=&ID=9061&CssClass=,Report on recommending restrictions on signage specific to retail establishments that sell e-cigarettes and other vaping devices.
AR-19-50,City Manager's Office,Awaiting Report,POR 2019 #139,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2354&MediaPosition=&ID=9062&CssClass=,Report on clarifying the policy around future installation of new LED street lights and replacement of failed 4000K LED street lights with warmer alternatives 3000K or less.
AR-19-51,City Manager's Office,Awaiting Report,POR 2019 #148,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2356&MediaPosition=&ID=9182&CssClass=,"Report on determining whether an all-way stop sign, a raised intersection or other safety improvements would be helpful at the Garden/Field/Alpine intersection."
AR-19-52,City Manager's Office,Awaiting Report,POR 2019 #121,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2356&MediaPosition=&ID=9193&CssClass=,Report on solutions to Rindge Avenue area waste disposal and rodent concerns.
AR-19-53,City Manager's Office,Awaiting Report,POR 2019 #160,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2357&MediaPosition=&ID=9294&CssClass=,"Report on working with the Cambridge Police Department and other relevant City staff on how media collected by hand-held photo/video recording devices is used, stored, and shared."
AR-19-54,City Manager's Office,Awaiting Report,POR 2019 #161,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2357&MediaPosition=&ID=9295&CssClass=,Report on how a cloud-based data management system for DHSP's Children and Youth Programs will clearly protect all aspects of participant privacy and access security.
AR-19-55,City Manager's Office,Awaiting Report,POR 2019 #163,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2357&MediaPosition=&ID=9296&CssClass=,"Report on working with the Traffic, Parking and Transportation Department and the License Commission to establish a ""play streets"" permit."
AR-19-56,City Manager's Office,Awaiting Report,POR 2019 #168,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2358&MediaPosition=&ID=9337&CssClass=,"Report on determining what facilities, parking changes, and other improvements to the pavement conditions would be necessary and feasible to make Massachusetts Avenue a quick-build Complete Street between  Sidney Street and Putnam Avenue."
AR-19-57,City Manager's Office,Awaiting Report,POR 2019 #170,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2358&MediaPosition=&ID=9339&CssClass=,Report on establishing a partnership with the MBTA to offer CharlieCards at certain public buildings throughout the city.
AR-19-58,City Manager's Office,Awaiting Report,POR 2019 #172,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2358&MediaPosition=&ID=9340&CssClass=,Report on working with the Recycling Advisory Committee and other stakeholders to draft an ordinance banning single-use plastic items in Cambridge.
AR-19-59,City Manager's Office,Awaiting Report,POR 2019 #173,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2358&MediaPosition=&ID=9341&CssClass=,Report on exploring a pilot for Level 1 (110V) EV and Micromobility charging stations on street light poles throughout the city.
AR-19-60,City Manager's Office,Awaiting Report,POR 2019 #174,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2358&MediaPosition=&ID=9342&CssClass=,"Report on adding a cybercrime assessment section to the list of monthly Bridgstat reports or, alternatively, create a separate report to help formalize the information flow about cybercrime to the same level as the currently used Bridgstat."
AR-19-61,City Manager's Office,Awaiting Report,POR 2019 #175,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2358&MediaPosition=&ID=9343&CssClass=,"Report on potential ballot changes at a public hearing of the Government Operations, Rules and Claims Committee on May 28, 2019."
AR-19-62,City Manager's Office,Awaiting Report,POR 2019 #177,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2360&MediaPosition=&ID=9390&CssClass=,Report on drafting a formal Anti-bias /Cultural Competency Strategic Plan for eventual adoption and implementation.
AR-19-63,City Manager's Office,Awaiting Report,POR 2019 #179,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2360&MediaPosition=&ID=9391&CssClass=,"Report on providing a comprehensive list of projects Feeney Brothers Utility Services is currently working on within the City of Cambridge, as well as a detailed understanding of how the city is ensuring Eversource and Feeney Brothers Utility Services are keeping residents and property safe."
AR-19-64,City Manager's Office,Awaiting Report,POR 2019 #181,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2360&MediaPosition=&ID=9392&CssClass=,Report on adding $20 Million to the budget for Affordable Housing.
AR-19-65,City Manager's Office,Awaiting Report,POR 2019 #183,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2360&MediaPosition=&ID=9489&CssClass=,"Report on the pilot program and whether it could be implemented as a permanent program, which made menstrual products available in all restrooms, regardless of the gender identity assigned to that restroom."
AR-19-66,City Manager's Office,Awaiting Report,POR 2019 #184,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2360&MediaPosition=&ID=9494&CssClass=,"Report on whether it is possible to reduce or eliminate Building Permit Fees for 100% affordable housing development projects, through an exemption or other means and investigate what types of real estate tax abatements are possible for 100% affordable housing moving forward."
AR-19-67,City Manager's Office,Awaiting Report,POR 2019 #187,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2360&MediaPosition=&ID=9495&CssClass=,Report on setting up a series of informational and interactive Affordable Housing Overlay workshops in a variety of neighborhoods to give residents the chance to foster a productive and informational dialogue with City staff.
AR-19-68,City Manager's Office,Awaiting Report,POR 2019 #188,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2360&MediaPosition=&ID=9496&CssClass=,Report on the status of any gas-related surveys and safety activities related to the Inman Square reconstruction project.
AR-19-69,City Manager's Office,Awaiting Report,POR 2019 #189,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2360&MediaPosition=&ID=9497&CssClass=,"Report on the timeline and process for the creation of a stakeholder group to conduct the Cambridge Net Zero Action Plan review, as well as any other details on the process by which the quinquennial review will be conducted in 2020."
AR-19-70,City Manager's Office,Awaiting Report,POR 2019 #191,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2360&MediaPosition=&ID=9498&CssClass=,"Report on the feasibility of implementing suggested restoration projects in the area surrounding Jerry’s Pond, in order to make the Pond more accessible and inviting to the community."
AR-19-71,City Manager's Office,Awaiting Report,POR 2019 #192,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2360&MediaPosition=&ID=9499&CssClass=,"Report on obtaining data from Eversource on electrical demand projections by year until at least 2030, including a breakdown of commercial vs residential demand growth, as well as a ten year historical look back."
AR-19-72,City Manager's Office,Awaiting Report,POR 2019 #194,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2360&MediaPosition=&ID=9500&CssClass=,Report on conducting a safety check of the Sullivan Courthouse Building.
AR-19-73,City Manager's Office,Awaiting Report,POR 2019 #199,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2362&MediaPosition=&ID=9594&CssClass=,Report on reviewing safety issues at City buildings and provide the City Council with relevant recommendations designed to maximize the safety of municipal employees and members of the public while ensuring that City buildings and services remain open and accessible to all.
AR-19-74,City Manager's Office,Awaiting Report,POR 2019 #201,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2362&MediaPosition=&ID=9595&CssClass=,"Report on establishing a working committee to review the monuments, memorials, and markers throughout Cambridge to determine whether any of these commemorate those who were linked to the slave trade or engaged in other similarly shameful acts and to determine which individuals should be newly recognized with a monument, memorial, or marker."
AR-19-75,City Manager's Office,Awaiting Report,POR 2019 #202,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2362&MediaPosition=&ID=9596&CssClass=,Report on  exploring the feasibility of partnering with a local research institution to conduct a study that determines how many ridehail vehicles are on the roads during both on and off-peak times and their impacts on congestion and safety.
AR-19-76,City Manager's Office,Awaiting Report,POR 2019 #203,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2362&MediaPosition=&ID=9597&CssClass=,Report on identifying additional traffic-calming and safety features and to discuss with the Fresh Pond mall owner the potential for creating a formal street connection between Terminal Road and New Street.
AR-19-77,City Manager's Office,Awaiting Report,POR 2019 #205,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2362&MediaPosition=&ID=9598&CssClass=,"Report on determining a suitable, publicly available and recognizable space to install more bike racks adjacent to the Smith Center."
AR-19-78,City Manager's Office,Awaiting Report,POR 2019 #210,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2362&MediaPosition=&ID=9599&CssClass=,"Report on convening a working group including members of the MIT community, members of the Kennedy-Longfellow community, property owners in Kendall Square, City Staff and representatives from Eversource to discuss the possibility of an alternate site for the Fulkerson Street substation."
AR-19-79,City Manager's Office,Awaiting Report,POR 2019 #216,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2362&MediaPosition=&ID=9614&CssClass=,"Report on rubbish accumulation at Comeau Field and in the area surrounding the Francis J. McCrehan Memorial Swimming Pool with placement of additional ""big belly"" bins and closed recycling receptacles."
AR-19-80,City Manager's Office,Awaiting Report,POR 2019 #217,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2362&MediaPosition=&ID=9615&CssClass=,"Report on why the construction cost estimates for the Inman Square redesign project were so inaccurately low, what steps are being taken to ensure that the project will not lead to further cost estimate overruns, how such inaccurate cost estimates will be avoided for all projects in the future and interim steps that are being taken to ensure maximum safety in this area."
AR-19-81,City Manager's Office,Awaiting Report,POR 2019 #218,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2362&MediaPosition=&ID=9616&CssClass=,"Report on why the signals at Broadway and Ellery, which add an element of confusion to this intersection, were installed without Eversource’s being able to connect them to the grid in a more responsive manner."
AR-19-83,City Manager's Office,Awaiting Report,POR 2019 #222,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2467&MediaPosition=&ID=9687&CssClass=,Report on considering the cost and feasibility of improvements to the Danehy Dog Park.
AR-19-84,City Manager's Office,Awaiting Report,POR 2019 #223,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2467&MediaPosition=&ID=9688&CssClass=,Report on drafting a zoning amendment that will count a portion of a new or substantially renovated building's rooftop mechanicals (excluding solar installations) toward its allowed height and/or FAR.
AR-19-86,City Manager's Office,Awaiting Report,POR 2019 #225,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2467&MediaPosition=&ID=9690&CssClass=,Report on developing a Vacant Storefront Registration Policy.
AR-19-88,City Manager's Office,Awaiting Report,POR 2019 #227,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2467&MediaPosition=&ID=9691&CssClass=,Report on  conferring with the MBTA with the view in mind of increasing the bus service along Concord Avenue.
AR-19-89,City Manager's Office,Awaiting Report,POR 2019 #229,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2467&MediaPosition=&ID=9692&CssClass=,"Report on making publicly available, any existing data on Cambridge’s total greenhouse gas emissions between 2012 and 2018."
AR-19-90,City Manager's Office,Awaiting Report,POR 2019 #232,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2467&MediaPosition=&ID=9694&CssClass=,"Report on options for incorporating additional line items in the FY20 Budget to allocate supplemental funds for legal aid services, housing stabilization and tenant education and organizing to prevent displacement and address its ramifications on Cambridge residents and families."
AR-19-91,City Manager's Office,Awaiting Report,POR 2019 #235,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2467&MediaPosition=&ID=9952&CssClass=,Report on paying additional attention to the cleaning and maintenance of Greene-Rose Heritage Park for the balance of the summer season and going forward.
AR-19-92,City Manager's Office,Awaiting Report,POR 2019 #237,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2467&MediaPosition=&ID=9953&CssClass=,Report on coordinating with Somerville in initiating more robust and regional public outreach on the dangers of black swallow-wort and measures that can be taken to eliminate this invasive species.
AR-19-93,City Manager's Office,Awaiting Report,POR 2019 #238,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2467&MediaPosition=&ID=9954&CssClass=,Report on a plan to restore the fountain dedicated to President John F. Kennedy.
AR-19-94,City Manager's Office,Awaiting Report,POR 2019 #239,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2467&MediaPosition=&ID=9955&CssClass=,"Report on how DPW prioritizes streets that need repaving but are not in the five-year street and sidewalk reconstruction plan, a report on how streets are selected for interim paving improvements to address bicycle travel conditions, and a list of streets that received paving improvements as a result of this allocation during the past five years, as well as a list of streets that will be prioritized as part of PB 5 “Smoother Cycling.”"
AR-19-95,City Manager's Office,Awaiting Report,POR 2019 #242,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2467&MediaPosition=&ID=9956&CssClass=,"Report on whether idling vehicles may be added as a complaint category in SeeClickFix, or whether a non-emergency text hotline could be set up to transmit photographic or video evidence of truck idling and blocked bike lanes to the Police Department or a other department that can enforce the idling laws."
AR-19-96,City Manager's Office,Awaiting Report,POR 2019 #243,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2467&MediaPosition=&ID=9957&CssClass=,Report on providing the supporting documentation as it relates to the claim of a decrease in cyclists’ running red lights.
AR-19-97,City Manager's Office,Awaiting Report,POR 2019 #244,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2467&MediaPosition=&ID=9958&CssClass=,Report on posting information about safe needle disposal in city parks and public buildings and to direct the Police Commissioner to establish stricter enforcement of city park hours and direct the Commissioner of Public Works Department to increase the level of hand-sweepers cleaning the city parks and to share what safety precautions the workers are using when cleaning the parks.
AR-19-98,City Manager's Office,Awaiting Report,POR 2019 #246,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2467&MediaPosition=&ID=9959&CssClass=,Report on taking measures to landscape and clean up Rindge Avenue and Alewife Brook Parkway area.
AR-19-99,City Manager's Office,Awaiting Report,POR 2019 #247,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2467&MediaPosition=&ID=9960&CssClass=,Report on increasing the amount of funding assistance provided to the Multi-Service Center by the City of Cambridge.
AR-19-100,City Manager's Office,Awaiting Report,POR 2019 #253,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2467&MediaPosition=&ID=9961&CssClass=,Report on the feasibility of implementing an additional regulatory requirement for listing a registration/license number for Short-Term Rentals.
AR-19-101,City Manager's Office,Awaiting Report,POR 2019 #257,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2467&MediaPosition=&ID=9962&CssClass=,Report on collecting data on how many households have taken advantage of Cambridge Energy Alliance services.
AR-19-102,City Manager's Office,Awaiting Report,POR 2019 #263,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2467&MediaPosition=&ID=9963&CssClass=,Report on the legality of providing funding to non-profits related to the cannabis establishments and how this funding can be used for economic empowerment entrepreneurs.
AR-19-103,City Manager's Office,Awaiting Report,POR 2019 #261,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2467&MediaPosition=&ID=9964&CssClass=,Report on the cost and feasibility of installing a full traffic signal or a pedestrian-activated HAWK signal at the intersection of Garfield Street and Massachusetts Avenue.
AR-19-104,City Manager's Office,Awaiting Report,POR 2019 #269,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2467&MediaPosition=&ID=9965&CssClass=,Report on the possibility of having Sacramento Field Off-Leash Dog Pilot Update
AR-19-105,City Manager's Office,Awaiting Report,POR 2019 #273,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2468&MediaPosition=&ID=10290&CssClass=,"Report on working with the relevant departments and the US Census Bureau to ensure that everyone in Cambridge is counted during the 2020 Census, and to demonstrate strategic outreach plans to increase participation among seniors, non-native speakers, persons experiencing homelessness, students, and people of color."
AR-19-106,City Manager's Office,Awaiting Report,POR 2019 #277,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2468&MediaPosition=&ID=10291&CssClass=,"Report on conducting City directed environmental testing on the Sullivan Courthouse building and water in basement, to determine the risk posed to the public, and provide a timeline of completion and to establish an operational understanding directly with DCAMM officials and ask for a state designee for communication/coordination on how the building will be secured and monitored."
