Unique Identifier,Meeting,Meeting Date,Agenda Number,Category,Awaiting Report,Policy Order,Charter Right,Outcome,Vote,Marc C. McGovern,Jan Devereux,Dennis J. Carlone,Alanna Mallon,Sumbul Siddiqui,E. Denise Simmons,Timothy J. Toomey,Quinton Zondervan,Craig A. Kelley,Yeas,Nays,Present,Absent,Recused,Link,Notes,Summary
CMA 2019 #6,2019-01-14 Regular,2019-01-14,2,Awaiting Report Response,,POR 2018 #262,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2343&MediaPosition=&ID=8435&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 18-126, regarding the River Street Infrastructure and Streetscape Project."
CMA 2019 #7,2019-01-14 Regular,2019-01-14,3,Awaiting Report Response,,POR 2018 #187,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2343&MediaPosition=&ID=8428&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 18-81, regarding a report on opening a public building during extreme heat events."
CMA 2019 #8,2019-01-14 Regular,2019-01-14,4,Awaiting Report Response,,POR 2018 #39,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2343&MediaPosition=&ID=8438&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 18-27, regarding a report on audio and video difficulties during live broadcasts of Council Meetings."
CMA 2019 #9,2019-01-14 Regular,2019-01-14,5,Awaiting Report Response,,POR 2018 #200,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2343&MediaPosition=&ID=8429&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 18-88, regarding a report on conducting a comprehensive evaluation of inclusionary tenants' experiences with particular emphasis on biased practices."
CMA 2019 #10,2019-01-14 Regular,2019-01-14,6,Awaiting Report Response,,POR 2018 #273,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2343&MediaPosition=&ID=8432&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 18-120, regarding the focus of Envision Cambridge goals during community presentations."
CMA 2019 #11,2019-01-14 Regular,2019-01-14,7,Awaiting Report Response,,POR 2018 #212,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2343&MediaPosition=&ID=8430&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 18-97, regarding a report on updating vacant property database and reviewing strategies presented in the Storefront Vacancies Best Practices Report."
CMA 2019 #12,2019-01-14 Regular,2019-01-14,8,Awaiting Report Response,,POR 2018 #291,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2343&MediaPosition=&ID=8431&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 18-128, regarding creating a small business Saturday strategy for the 2019 holiday season."
CMA 2019 #13,2019-01-28 Regular,2019-01-28,1,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2344&MediaPosition=&ID=8498&CssClass=,9-0-0,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the  the transfer of $1,034,387 in the General Fund between School Department statutory accounts as follows:  $1,034,387 from the Salary and Wages account to the School Other Ordinary Maintenance account $1,011,006 and to the School Travel and Training Account $23,381 which are used for school improvement and professional development plans for all schools; school and department operating transfers to expedite purchases; expenses for special education student transportation, which are greater than anticipated; and to cover the cost of air quality testing and mold remediation at 4 schools."
CMA 2019 #14,2019-01-28 Regular,2019-01-28,2,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2344&MediaPosition=&ID=8499&CssClass=,9-0-0,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of the U.S Department of Housing and Urban Development (HUD) Cooperative Agreement grants received in the amount of $28,334 to the Grant Fund Human Rights Commission Salary and Wages account ($19,534) and to the Travel & Training Account ($8,800), which will be used for case processing of dual-filed housing discrimination complaints, administrative costs and staff training."
CMA 2019 #15,2019-01-28 Regular,2019-01-28,3,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2344&MediaPosition=&ID=8500&CssClass=,9-0-0,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of $175,000 from Free Cash to the Public Investment Fund Public Works Department Extraordinary Expenditures account to fund a Climate Change Resilience Analysis which will focus on zoning recommendations."
CMA 2019 #16,2019-01-28 Regular,2019-01-28,4,Transmitting Communication,,,,Adopted,Unanimous,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2344&MediaPosition=&ID=8501&CssClass=,9 MEMBERS. ,"A communication transmitted from Louis A. DePasquale, City Manager, relative to a request for approval to seek authorization from the Massachusetts Office of the Inspector General (the “IG”) for the City to use the Construction Manager at Risk (“CMaR”) procurement and construction method (the CMaR Method”) in connection with the Multi-Department Relocation Plan."
CMA 2019 #17,2019-02-04 Regular,2019-02-04,1,Appointment,,,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2345&MediaPosition=&ID=8527&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to the appointment of the following persons as Public Weighers for calendar year 2019 to operate scales at CJ Mabardy Co./MICH-LIN, 50 Mooney Street:  Charles J. Mabardy, Joseph Mabardy, Jr., Danial Pasquarosa, James Mabardy, Nicholas Santolucito, Adam Boivin, Bryan Burdge, Jo Ann Del Vecchio and Kevin McCormack."
CMA 2019 #18,2019-02-04 Regular,2019-02-04,2,Appointment,,,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2345&MediaPosition=&ID=8526&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to the appointment of the following persons as Public Weighers for calendar year 2019 to operate scales at Boston Sand & Gravel Co, 500 Front Street:  Alan Bishop, Wei Li, Kyle Patterson, Henry Doan, Walter Staples, Sam Magna, John Ehrenkranz, Mike Denahy, Mike Gilroy, Scott Prentiss, Joe Olsen, Greg Silva and David Kelley."
CMA 2019 #19,2019-02-04 Regular,2019-02-04,3,Transmitting Communication,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2345&MediaPosition=&ID=8531&CssClass=,BY AFFIRMATIVE VOTE OF 9 MEMBERS,"A communication transmitted from Louis A. DePasquale, City Manager, requesting that the City Council vote to accept Massachusetts General Laws Chapter 64N, Section 3 (“G.L.c.64N, §3”), which is the state law that allows municipalities to impose a local excise tax of up to 3% on retail sales of cannabis within the City."
CMA 2019 #20,2019-02-04 Regular,2019-02-04,4,Awaiting Report Response,,POR 2018 #234,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2345&MediaPosition=&ID=8555&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 18-104, regarding a report on a list of streets where it is recommended that the speed be reduced to 20 MPH."
CMA 2019 #21,2019-02-11 Regular,2019-02-11,1,Awaiting Report Response,,POR 2019 #17,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2346&MediaPosition=&ID=8635&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 19-08, regarding the Craigie Street Water Main break."
CMA 2019 #22,2019-02-11 Regular,2019-02-11,2,Transmitting Communication,,,,Adopted,8-0-1,yes,absent,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2346&MediaPosition=&ID=8615&CssClass=,8-0-1,"A communication transmitted from Louis A. DePasquale, City Manager, relative to  the requirements of the Massachusetts School Building Authority (MSBA) that the City Council adopt an order for the Statement of Interest Form to be submitted to MSBA no later than February 15, 2019 for the replacement of the roof, including the installation of photovoltaic panels (PV) if deemed structurally and financially possible at the Morse Elementary School located at 40 Granite Street."
CMA 2019 #23,2019-02-11 Regular,2019-02-11,3,Awaiting Report Response,,POR 2018 #270,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2346&MediaPosition=&ID=8611&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 18-118, regarding a report on funding additional summer food sites."
CMA 2019 #24,2019-02-11 Regular,2019-02-11,4,Appropriation,,,,Adopted,8-0-1,yes,absent,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2346&MediaPosition=&ID=8616&CssClass=,8-0-1,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of donations to the Morse and Windsor Preschool Programs in the amount of $899.00 to Grant Fund Human Service Programs Other Ordinary Maintenance account which will be utilized to support a field trip and to purchase related classroom supplies."
CMA 2019 #25,2019-02-11 Regular,2019-02-11,5,Appropriation,,,,Adopted,8-0-1,yes,absent,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2346&MediaPosition=&ID=8617&CssClass=,8-0-1,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of additional MASSCAP Inc. funds in the amount of $3,254.37 to the Grant Fund Human Service Programs Other Ordinary Maintenance account ($3,254.37) which will be used to provide assistance to Cambridge and Somerville residents with natural gas heating bills."
CMA 2019 #26,2019-02-11 Regular,2019-02-11,6,Awaiting Report Response,,POR 2018 #250,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2346&MediaPosition=&ID=8608&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 18-111, regarding a report on TNC vehicles blocking travel lanes."
CMA 2019 #27,2019-02-11 Regular,2019-02-11,7,Awaiting Report Response,,POR 2018 #255,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2346&MediaPosition=&ID=8599&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 18-113, regarding a report on organizing a neighborhood walk on Rindge Avenue."
CMA 2019 #28,2019-02-11 Regular,2019-02-11,8,Awaiting Report Response,,POR 2018 #251,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2346&MediaPosition=&ID=8592&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 18-112, regarding a report on requesting DCR to take measures to reduce vehicles blocking the exit from the Fresh Pond Mall to Alewife Brook Parkway."
CMA 2019 #29,2019-02-11 Regular,2019-02-11,9,Awaiting Report Response,,POR 2018 #225,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2346&MediaPosition=&ID=8614&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 18-101, regarding a report on ways to raise awareness about the prevalence of food allergies in public parks and playgrounds."
CMA 2019 #30,2019-02-11 Regular,2019-02-11,10,Awaiting Report Response,,POR 2018 #284,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2346&MediaPosition=&ID=8613&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 18-124, regarding a report on construction vehicle parking on Gore Street and potential use of Twin City Plaza."
CMA 2019 #31,2019-02-11 Regular,2019-02-11,11,Awaiting Report Response,,POR 2018 #297,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2346&MediaPosition=&ID=8612&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 18-131, regarding a report on the use of cigarette disposal box program."
CMA 2019 #32,2019-02-11 Regular,2019-02-11,12,Awaiting Report Response,,POR 2018 #245,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2346&MediaPosition=&ID=8610&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 18-109, regarding a report on the feasibility of fencing off a dog park area at Joan Lorentz Park."
CMA 2019 #33,2019-02-11 Regular,2019-02-11,13,Appointment,,,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2346&MediaPosition=&ID=8590&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to the appointment of the following persons as Constables for a term of three years, effective the first day of January, 2019:  With Power - Burton Malkofsky and Ronald DiGiorgio.  Without Power - Edward Otero."
CMA 2019 #34,2019-02-25 Regular,2019-02-25,1,Appropriation,,,,Adopted,Unanimous,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2347&MediaPosition=&ID=8672&CssClass=,9-0-0,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of $4,025,020 from Free Cash to the Public Investment Fund School Extraordinary Expenditures account to fund a roof replacement project at the Graham and Parks Elementary School."
CMA 2019 #35,2019-02-25 Regular,2019-02-25,2,Awaiting Report Response,,POR 2018 #220,,Placed on File,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2347&MediaPosition=&ID=8671&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 18-99, regarding a report on potential for the creation and implementation of a survey or other feedback mechanism for individuals who have been in touch with the Human Rights Commission."
CMA 2019 #36,2019-02-25 Regular,2019-02-25,3,Awaiting Report Response,,POR 2018 #230,,Placed on File,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2347&MediaPosition=&ID=8670&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 18-103, regarding a report on an incident that occurred at CVS in May, 2018."
CMA 2019 #37,2019-02-25 Regular,2019-02-25,4,Awaiting Report Response,,POR 2018 #236,,Placed on File,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2347&MediaPosition=&ID=8673&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 18-105, regarding the feasibility of placing a condition in the public bidding documents prohibiting municipal contractors from displaying any signage other than company makers and contact information on vehicles."
CMA 2019 #38,2019-02-25 Regular,2019-02-25,5,Appropriation,,,,Adopted,Unanimous,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2347&MediaPosition=&ID=8674&CssClass=,9-0-0,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of $600,000 from Free Cash to the Public Investment Executive Department Extraordinary Expenditures, to be used for shoreline and landscape improvements at Magazine Beach."
CMA 2019 #39,2019-03-04 Regular,2019-03-04,1,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2348&MediaPosition=&ID=8720&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of the FY2019 Cultural Investment Portfolio Program Grant from the Massachusetts Cultural Council in the amount of $9,000 to the Grant Fund Historical Commission Salaries and Wages account ($7,000), and Travel and Training account ($2,000) which will be used to continue to support part-time archives assistants, who maintain the public archive of Cambridge history, as well as the increasing costs of memberships."
CMA 2019 #40,2019-03-04 Regular,2019-03-04,2,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2348&MediaPosition=&ID=8713&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of a grant from the Urban Areas Security Initiative (UASI) through the City of Boston’s Office of Emergency Management for $105,555.55 to the Grant Fund Fire Department Other Ordinary Maintenance account to be used for dive team and marine unit equipment."
CMA 2019 #41,2019-03-04 Regular,2019-03-04,3,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2348&MediaPosition=&ID=8715&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of the 2018 Emergency Management Performance Grant (EMPG) from the Federal Emergency Management Agency (FEMA) in the amount of $32,188 to the Grant Fund Fire Other Ordinary Maintenance account which will be used to purchase nine third rail testers which determine if the third rail electrical power on the MBTA red line tracks is energized prior to first responders entering the area during an emergency."
CMA 2019 #42,2019-03-04 Regular,2019-03-04,4,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2348&MediaPosition=&ID=8716&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of $170,040 from Free Cash to the General Fund Fire Department Other Ordinary Maintenance account to cover the cost of equipment and medical and psychological screening of 13 new firefighters."
CMA 2019 #43,2019-03-04 Regular,2019-03-04,5,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2348&MediaPosition=&ID=8717&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of  $63,000 from Free Cash to the General Fund Fire Department Extraordinary Expenditures for bunker gear replacement."
CMA 2019 #44,2019-03-04 Regular,2019-03-04,6,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2348&MediaPosition=&ID=8718&CssClass=,,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of $39,340 from Free Cash to the General Fund Fire Extraordinary Expenditures account which will fund the purchase of defibrillators in city buildings."
CMA 2019 #45,2019-03-04 Regular,2019-03-04,7,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2348&MediaPosition=&ID=8719&CssClass=,9-0-0,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of the FY19 Local Cultural Council grant made by the Massachusetts Cultural Council (MCC) to the Arts Council in the amount of $23,600 to the Grant Fund Public Celebrations (Arts Council) Other Ordinary Maintenance account that  will be used to support the Arts Council’s Cambridge Arts Grant Program through which financial grants are made to individual artists, and local arts organizations to support their work and connect it in positive ways to residents and visitors to the city."
CMA 2019 #46,2019-03-04 Regular,2019-03-04,8,Appointment,,,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2348&MediaPosition=&ID=8755&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to the appointment of the following person as a member of the Public Art Commission for a term of three years, effective March 4, 2019:  Kelly Luo"
CMA 2019 #47,2019-03-04 Regular,2019-03-04,9,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2348&MediaPosition=&ID=8756&CssClass=,9-0-0,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of an Innovation and Learning Grant made by the Massachusetts Cultural Council (MCC) as part of their FY19 UP Initiative to the Arts Council in the amount of $3,000 to the Grant Fund Public Celebrations (Arts Council) Other Ordinary Maintenance account which will be used to participate in a statewide Innovation & Learning Network as part of the Universal Participation program based at the Massachusetts Cultural Council."
CMA 2019 #48,2019-03-04 Regular,2019-03-04,10,Transmitting Communication,,,,Referred to the Petition,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2348&MediaPosition=&ID=8735&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to a recommendation from the Planning Board to adopt following further staff review and improvements to the petition language, the City Council Zoning Petition to Amend Section 4.22 ""Accessory Apartments."""
CMA 2019 #49,2019-03-04 Regular,2019-03-04,11,Transmitting Communication,,,,Referred to the Petition,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2348&MediaPosition=&ID=8744&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to a recommendation from the Planning Board to not adopt the Petition to rezone the parcel at 234 Monsignor O'Brien Highway from Residential C-1 to Business A."
CMA 2019 #50,2019-03-04 Regular,2019-03-04,12,Transmitting Communication,,,,Referred to the Petition,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2348&MediaPosition=&ID=8740&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to a recommendation from the Planning Board to not adopt the Stormwater Separation from Flat Roofs Zoning Petition."
CMA 2019 #51,2019-03-04 Regular,2019-03-04,13,Transmitting Communication,,,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2348&MediaPosition=&ID=8757&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to the City of Cambridge has retained its noteworthy distinction of being one of approximately 33 municipalities in the United States with AAA ratings from each of the nation’s three major credit rating agencies."
CMA 2019 #52,2019-03-18 Regular,2019-03-18,1,Transmitting Communication,,,Timothy J. Toomey,Charter Right,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2350&MediaPosition=&ID=8712&CssClass=,EXERCISED BY COUNCILLOR TOOMEY,"A communication transmitted from Louis A. DePasquale, City Manager, relative to the bi-annual City of Cambridge Resident Telephone Survey for 2018."
CMA 2019 #53,2019-03-18 Regular,2019-03-18,2,Appropriation,,,Timothy J. Toomey,Order Adopted,8-0-1,yes,yes,yes,yes,yes,absent,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2350&MediaPosition=&ID=8818&CssClass=,EXERCISED BY COUNCILLOR TOOMEY,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to a supplemental appropriation of $2,600,000 from Free Cash to the Public Works Other Ordinary Maintenance account to fund snowstorm related expenses associated with snow plowing and snow removal contracts, salt, other materials, repair costs."
CMA 2019 #54,2019-03-18 Regular,2019-03-18,3,Appropriation,,,Timothy J. Toomey,Order Adopted,8-0-1,yes,yes,yes,yes,yes,absent,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2350&MediaPosition=&ID=8819&CssClass=,EXERCISED BY COUNCILLOR TOOMEY,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of $400,000 from Free Cash to the Public Works Public Investment Fund Extraordinary Expenditures account to fund snowstorm related road repairs."
CMA 2019 #55,2019-03-18 Regular,2019-03-18,4,Awaiting Report Response,,POR 2018 #197,Timothy J. Toomey,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2350&MediaPosition=&ID=8820&CssClass=,EXERCISED BY COUNCILLOR TOOMEY,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 18-86, regarding a report on replacing failed 4000K LED streetlights."
CMA 2019 #56,2019-03-18 Regular,2019-03-18,5,Awaiting Report Response,,POR 2018 #320,Timothy J. Toomey,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2350&MediaPosition=&ID=8822&CssClass=,EXERCISED BY COUNCILLOR TOOMEY,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 18-142, regarding a report on efforts to educate cyclists about riding safety and sharing the road especially at intersections."
CMA 2019 #57,2019-03-25 Regular,2019-03-25,1,Awaiting Report Response,,,,Placed on File,Voice Vote,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2351&MediaPosition=&ID=8876&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to Awaiting Report Item Number 18-114, regarding bicycle signage on Brattle Street."
CMA 2019 #58,2019-03-25 Regular,2019-03-25,2,Transmitting Communication,,,,Referred to the Petition,,,,,,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2351&MediaPosition=&ID=8878&CssClass=,,"A communication transmitted from Louis A. DePasquale, City Manager, relative to a recommendation from the Planning Board to adopt the Petition to change the floor area ratio (FAR) for hotel use in the Industry B (IB) district from 2.75 to 4.0."
CMA 2019 #59,2019-03-25 Regular,2019-03-25,3,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2351&MediaPosition=&ID=8874&CssClass=,9-0-0,"Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of $75,000 from Free Cash to the Public Investment Fund Department of Human Services Programs Extraordinary Expenditures account which will be used to conduct a study to determine appropriate and necessary repairs to the concrete and circulation system at the War Memorial Pool."
