"Unique Identifier","Department","Category","Policy Order","Link","Description"
"AR-25-30","City Manager's Office","Awaiting Report","POR 2025 #68","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4653&MediaPosition=&ID=29506&CssClass=","The City Manager is requested to confer with the Community Development Department to develop a timeline for the next Inclusionary Housing Study, explore remedies to address the lack of housing starts and provide for consideration draft amendments to the Inclusionary Housing Ordinance, and explore other incentives to encourage developers to include affordable units beyond the requirement voluntarily."
"AR-25-31","City Manager's Office","Awaiting Report","POR 2025 #69","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4653&MediaPosition=&ID=29508&CssClass=","That the City Manager is requested to include in the FY26 Operating Budget a continued commitment to Emergency Housing Vouchers for Permanent Supportive Housing and Mixed Status Families, and the Transition Wellness Center, as well as allocate the necessary resources to establish a municipal successor to Rise Up Cambridge that builds on its mission of providing direct, dignified economic support to families."
"AR-25-32","City Manager's Office","Awaiting Report","POR 2025 #71","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4654&MediaPosition=&ID=29581&CssClass=","That the City Manager is requested to meet with the leadership of the Harvard Square Business Association to discuss the proposal and to take the necessary steps to facilitate the release of $72,000 to fund the RFP development for the tunnel engineering study."
"AR-25-33","City Manager's Office","Awaiting Report","POR 2025 #81","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4655&MediaPosition=&ID=29835&CssClass=","The City Manager is requested to work with relevant City departments to provide a legal opinion outlining, in light of current zoning including the most recent Multifamily Zoning Amendments, the ability of Cambridge to regulate institutional and religious uses in C-1 residential districts and what state and federal law allows in terms of local restrictions, if any, for institutional and religious uses."
"AR-25-34","City Manager's Office","Awaiting Report","POR 2025 #84","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4657&MediaPosition=&ID=30177&CssClass=","The City Manager is requested to work with relevant City departments to determine whether the City Council can revoke an already approved curb cut application if said application was incomplete due to applicant failure."
"AR-25-35","City Manager's Office","Awaiting Report","POR 2025 #85","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4657&MediaPosition=&ID=30182&CssClass=","The City Manager is requested to work with the City Clerk, the Information Technology Department, the Law Department, and any other relevant departments to draft an ordinance establishing the City of Cambridge Electronic Records Archiving Policy."
"AR-25-36","City Manager's Office","Awaiting Report","POR 2025 #80","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4657&MediaPosition=&ID=30191&CssClass=","The exception language in Chapter 2.129.040 Section J of the Cambridge Municipal Code be revised with language clarifying that Cambridge city employees shall not participate in federal immigration enforcement operations and that the sole role of Cambridge city employees during any action by ICE is only to protect public safety and not to assist or facilitate the work of ICE."
"AR-25-37","City Manager's Office","Awaiting Report","POR 2025 #82","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4657&MediaPosition=&ID=30192&CssClass=","The City Manager is requested to work with relevant City departments to ensure that there is full open access for all users to Linear Park from Westley Avenue as an additional community access point."
"AR-25-38","City Manager's Office","Awaiting Report","POR 2025 #92","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4657&MediaPosition=&ID=30434&CssClass=","The City Manager is requested to work with the Department of Transportation to evaluate adjustments to meter enforcement hours on Broadway Segment A, designating 25 spaces as residential permit parking overnight to increase overnight parking access for residents."
"AR-25-39","City Manager's Office","Awaiting Report","POR 2025 #93","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4657&MediaPosition=&ID=30436&CssClass=","The City Manager be and hereby is requested to work with the Cambridge Department of Transportation to study the feasibility of modifying non-resident parking permit fees for households in within the Broadway Segment A project area, including offering a discounted rate structure for permits that are requested by residents with low- income residents."
"AR-25-40","City Manager's Office","Awaiting Report","POR 2025 #96","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4658&MediaPosition=&ID=30654&CssClass=","The City Manager be and hereby is requested to direct the City Solicitor, in consultation with relevant City departments and the Community Benefits Advisory Committee, to draft amendments to the Community Benefits Ordinance that allow for the use of funds for capital expenses, provided that such expenses clearly advance the goals of the Community Benefits program."
"AR-25-41","City Manager's Office","Awaiting Report","POR 2025 #100","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4745&MediaPosition=&ID=30746&CssClass=","The City Manager is requested to work with relevant City departments to explore creative solutions that reduce car dependency, while expanding access to parking options nearby Broadway."
"AR-25-42","City Manager's Office","Awaiting Report","POR 2025 #103","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4745&MediaPosition=&ID=30747&CssClass=","The City Manager is requested to work with relevant City departments to continue to work with stakeholders in the area including Harvard University and the Harvard Square Business Association to pursue options for pedestrianization on Lower Bow Street and to report on the option for automatic bollards for Winthrop and/or Bow Street."
"AR-25-43","City Manager's Office","Awaiting Report","POR 2025 #104","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4745&MediaPosition=&ID=30748&CssClass=","The City Manager is requested to work with relevant City departments to prepare an interim report on demolition requests and building permit applications, in order to facilitate a discussion on the outcomes observed during the first six months of the new Multifamily Housing Zoning."
"AR-25-44","City Manager's Office","Awaiting Report","POR 2025 #106","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4756&MediaPosition=&ID=30830&CssClass=","The City Manager is requested to direct the Community Development Department, in collaboration with the Finance Department, to conduct a comprehensive review of current permitting fees for residential development projects, with a focus on identifying opportunities to create a tiered fee structure that reduces or eliminates fees entirely particularly for smaller-scale and affordable housing developments."
"AR-25-45","City Manager's Office","Awaiting Report","POR 2025 #110","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4756&MediaPosition=&ID=30831&CssClass=","The City Manager is requested to work with the Department of Public Health, the Department of Public Works, and any other relevant City departments to develop a plan to install needle drop boxes in identified problem areas throughout the city."
"AR-25-46","City Manager's Office","Awaiting Report","POR 2025 #108","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4758&MediaPosition=&ID=30924&CssClass=","The City Manager is requested to coordinate with the Community Safety Department, the Cambridge Police Department, and other relevant parties to ensure that the overnight use of the garden area between St. James Episcopal Church and the Beech Street condos is actively monitored."
"AR-25-47","City Manager's Office","Awaiting Report","POR 2025 #115","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4758&MediaPosition=&ID=30925&CssClass=","the City Manager is requested to confer with the Department of Transportation, the Commission for Persons with Disabilities, and any other relevant City departments to assess the current accessible parking capacity in the vicinity of Kendall Square and identify potential solutions, which may include adding dedicated accessible parking spaces, creating short-term accessible loading/unloading zones, or implementing other reasonable accommodations"
"AR-25-48","City Manager's Office","Awaiting Report","POR 2025 #116","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4758&MediaPosition=&ID=30926&CssClass=","The City Manager is requested to consult with the appropriate City departments, including the City Solicitor’s Office, to establish a formal policy that clearly defines the City’s role and financial responsibilities in supporting large-scale public events hosted by Cambridge-based non-profit and not-for-profit organizations."
"AR-25-49","City Manager's Office","Awaiting Report","POR 2025 #118","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4758&MediaPosition=&ID=30927&CssClass=","the City Manager is requested to work with the Community Development Department, the City Assessor, and all other relevant departments to develop a comprehensive policy for future private development projects in the city."
"AR-25-51","City Manager's Office","Awaiting Report","POR 2025 #121","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4758&MediaPosition=&ID=30929&CssClass=","The City Manager is requested to work with all relevant departments to seek input from the community as well as direct outreach to condo owners and short-term rental operators and develop additional recommendations based on the discussion in the Ordinance Committee."
"AR-25-52","City Manager's Office","Awaiting Report","POR 2025 #122","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4758&MediaPosition=&ID=30930&CssClass=","The City Manager is requested to work with relevant departments and multi-member bodies to report back to the City Council and inform the community of the work of, and when the recommendations coming from the Micromobility Commission will be available."
"AR-25-53","City Manager's Office","Awaiting Report","POR 2025 #123","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4758&MediaPosition=&ID=30931&CssClass=","The City Manager is requested to consult with relevant departments about the implications of deploying license plate readers and provide recommendations as to whether adjustments in plans for deployment should be made in light of changes since approval in February."
"AR-25-54","City Manager's Office","Awaiting Report","POR 2025 #126","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4758&MediaPosition=&ID=30972&CssClass=","The City Manager is requested to work with the Cambridge Police Department to review current crisis prevention protocols, strengthen them by clearly defining the role and deployment of mental health professionals."
"AR-25-55","City Manager's Office","Awaiting Report","POR 2025 #127","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4758&MediaPosition=&ID=30974&CssClass=","The City Manager is requested to work with the Commission on Immigrant Rights & Citizenship, the City Solicitor, the Police Department, the Mayor’s Office, and other relevant stakeholders to evaluate and implement ICE Encounter Guidance."
"AR-25-56","City Manager's Office","Awaiting Report","POR 2025 #128","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4758&MediaPosition=&ID=30975&CssClass=","The City Manager is requested to work with relevant departments to provide an update on rodent control measures citywide and especially how the City addresses rodent mitigation through large construction projects, both public and private."
"AR-25-57","City Manager's Office","Awaiting Report","POR 2025 #129","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4758&MediaPosition=&ID=30976&CssClass=","The City Manager is requested to work with the Cambridge Police Department, the Law Department, and relevant stakeholders to develop and present to the City Council a proposed policy for the timely release of body-worn camera footage."
"AR-25-58","City Manager's Office","Awaiting Report","POR 2025 #131","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4759&MediaPosition=&ID=31057&CssClass=","That the City Manager be and hereby is requested to confer with the Community Development Department, Finance Department, Law Department, and other relevant departments to explore all steps towards advancing social housing in Cambridge."
"AR-25-59","City Manager's Office","Awaiting Report","POR 2025 #132","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4759&MediaPosition=&ID=31058&CssClass=","The City Manager is requested to work with relevant departments to provide a recommendation on the site conditions of 25 Lowell Street and considerations and process for determining the future use of the property."
"AR-25-60","City Manager's Office","Awaiting Report","POR 2025 #138","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4760&MediaPosition=&ID=31100&CssClass=","The City Manager is requested to work with the Department of Public Works, the Department of Public Health, and any relevant environmental consultants to provide a comprehensive report on Gold Star Mothers Memorial Park."
"AR-25-61","City Manager's Office","Awaiting Report","POR 2025 #142","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4760&MediaPosition=&ID=31101&CssClass=","The City Manager is requested to work with relevant departments, state agencies, and the property owner IQHQ to provide an update on efforts to maintain cleanliness and safety in the area on Alewife Paths near Russell Field."
"AR-25-62","City Manager's Office","Awaiting Report","POR 2025 #143","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4760&MediaPosition=&ID=31102&CssClass=","The City Manager is requested to work with relevant departments to consider a plan to better utilize the Russell Youth and Community Center."
"AR-25-63","City Manager's Office","Awaiting Report","POR 2025 #145","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4770&MediaPosition=&ID=31165&CssClass=","That the City Manager is requested to reach out to representatives from Eversource to coordinate at least four public open-house meetings in the coming weeks regarding heat and electricity costs."
"AR-25-64","City Manager's Office","Awaiting Report","POR 2025 #148","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4770&MediaPosition=&ID=31166&CssClass=","That the City Manager is requested to work with relevant departments to report back to the City Council on current efforts towards poison ivy control in the Fresh Pond Master Plan as well as recommended improvements for signage and regular maintenance planning."
"AR-25-65","City Manager's Office","Awaiting Report","POR 2025 #154","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4770&MediaPosition=&ID=31208&CssClass=","That the City Manager is requested to confer with the Cambridge Department of Transportation and other relevant departments to examine how to improve connectivity north of Rindge Avenue during the Linear Park Reconstruction Project so that vulnerable road users can bypass Rindge Avenue and Cedar Street where possible."
"AR-25-63","City Manager's Office","Awaiting Report","POR 2025 #145","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4763&MediaPosition=&ID=31165&CssClass=","That the City Manager is requested to reach out to representatives from Eversource to coordinate at least four public open-house meetings in the coming weeks regarding heat and electricity costs."
"AR-25-64","City Manager's Office","Awaiting Report","POR 2025 #148","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4763&MediaPosition=&ID=31166&CssClass=","That the City Manager is requested to work with relevant departments to report back to the City Council on current efforts towards poison ivy control in the Fresh Pond Master Plan as well as recommended improvements for signage and regular maintenance planning."
"AR-25-65","City Manager's Office","Awaiting Report","POR 2025 #154","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4763&MediaPosition=&ID=31208&CssClass=","That the City Manager is requested to confer with the Cambridge Department of Transportation and other relevant departments to examine how to improve connectivity north of Rindge Avenue during the Linear Park Reconstruction Project so that vulnerable road users can bypass Rindge Avenue and Cedar Street where possible."
"AR-25-66","City Manager's Office","Awaiting Report","POR 2025 #157","https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4766&MediaPosition=&ID=31326&CssClass=","The City Manager is requested to confer with the Executive Director of the Council on Aging and other relevant City departments to explore the feasibility of creating a dedicated position or function focused on triaging and directing senior residents to appropriate services and supports."
